Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del plazo fijo;Nombre corto del plazo fijo;Denominación;Monto mínimo a invertir;Plazo mínimo a invertir;Canal de constitución;Tasa efectiva anual mínima;Territorio de validez de la oferta;Más información
310;BANCO DEL SOL S.A.;2026-07-07;PF APP A 30 DIAS PERSONAS HUMANAS CAPITALES MAYORES A $ 30 MILLONES;PF APP 30 DIAS;Pesos;1;30 días;Electrónico;23,15;Todo el territorio nacional;SOLO PARA PF CONCERTADOS A TRAVES DE LA APLICACION MOVIL
310;BANCO DEL SOL S.A.;2026-07-07;PF EN DOLARES A 60 DIAS PERSONAS JURIDICAS;PF DOLAR 60 DIAS;Dólares estadounidenses;1;60 días;Todos los canales;1,51;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PF EN PESOS A 30 DIAS PERSONAS HUMANAS CAPITALES MAYORES A $ 30 MILLONES;PF PESOS 30 DIAS;Pesos;1;30 días;Todos los canales;23,15;Todo el territorio nacional;NO APLICABLE A PF CONCERTADOS A TRAVES DE LA APLICACION MOVIL
310;BANCO DEL SOL S.A.;2026-07-07;PLAZO FIJO UVA PRECANCELABLE;PF UVA PRECANCELABLE;UVA;1;180 días;Línea telefónica;1,00;Todo el territorio nacional;CON OPCION DE CANCELACION ANTICIPADA A PARTIR DE LOS 90 DIAS
310;BANCO DEL SOL S.A.;2026-07-07;PLAZO FIJO INTRANSFERIBLE EN PESOS A 90 DIAS PERSONAS JURIDICAS;PF PESOS 90 DIAS;Pesos;1;90 días;Todos los canales;23,31;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PF EN DOLARES A 60 DIAS PERSONAS HUMANAS;PF DOLAR 60 DIAS;Dólares estadounidenses;1;60 días;Todos los canales;1,51;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PLAZO FIJO INTRANSFERIBLE EN PESOS A 30 DIAS PERSONAS JURIDICAS;PF PESOS 30 DIAS;Pesos;1;30 días;Todos los canales;23,15;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PF EN PESOS A 60 DIAS PERSONAS HUMANAS CAPITALES MAYORES A $ 30 MILLONES;PF PESOS 60 DIAS;Pesos;1;60 días;Todos los canales;23,23;Todo el territorio nacional;NO APLICABLE A PF CONCERTADOS A TRAVES DE LA APLICACION MOVIL
310;BANCO DEL SOL S.A.;2026-07-07;PF EN PESOS A 90 DIAS PERSONAS HUMANAS CAPITALES MAYORES A $ 30 MILLONES;PF PESOS 90 DIAS;Pesos;1;90 días;Todos los canales;23,31;Todo el territorio nacional;NO APLICABLE A PF CONCERTADOS A TRAVES DE LA APLICACION MOVIL
310;BANCO DEL SOL S.A.;2026-07-07;PF EN DOLARES A 180 DIAS PERSONAS HUMANAS;PF DOLAR 180 DIAS;Dólares estadounidenses;1;180 días;Todos los canales;2,52;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PF EN PESOS A 90 DIAS PERSONAS HUMANAS CAPITALES HASTA $30 MILLONES;PF PESOS 90 DIAS;Pesos;1;90 días;Todos los canales;23,31;Todo el territorio nacional;NO APLICABLE A PF CONCERTADOS A TRAVES DE LA APLICACION MOVIL
310;BANCO DEL SOL S.A.;2026-07-07;PF APP A 60 DIAS PERSONAS HUMANAS CAPITALES HASTA $ 30 MILLONES;PF APP 60 DIAS;Pesos;1;60 días;Electrónico;23,23;Todo el territorio nacional;SOLO PARA PF CONCERTADOS A TRAVES DE LA APLICACION MOVIL
310;BANCO DEL SOL S.A.;2026-07-07;PLAZO FIJO UVA PRECANCELABLE;PF UVA PRECANCELABLE;UVA;1;180 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;CON OPCION DE CANCELACION ANTICIPADA A PARTIR DE LOS 90 DIAS
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;I.A.1. DEPOSITOS A PLAZO EN MONEDA NACIONAL NO AJUSTABLES - CLIENTELA GENERAL;PLAZO FIJO TRADICIONAL;Pesos;100000;60 días;Ventanilla de sucursal;18,25;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;DEPOSITOS A PLAZO EN MONEDA NACIONAL NO AJUSTABLES - PRECANCELABLE - SECTOR PRIVADO;PLAZO FIJO PRECANCELABLE;Pesos;1500001;180 días;Ventanilla de sucursal;14,07;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;DEPOSITOS A PLAZO EN MONEDA NACIONAL NO AJUSTABLES - PRECANCELABLE - SECTOR PRIVADO;PLAZO FIJO PRECANCELABLE;Pesos;1000001;180 días;Ventanilla de sucursal;13,75;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;I.A.3. DEPOSITOS A PLAZO EN MONEDA NACIONAL NO AJUSTABLES - PF WEB;PLAZO FIJO WEB;Pesos;2500;30 días;Cajero automático;21,34;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;I.B. DEPOSITOS A PLAZO DE UNIDADES DE VIVIENDA ACTUALIZABLES POR ICC - LEY 27.271 - UVI;PLAZO FIJO UVI;UVI;2500;180 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;I.A.3. DEPOSITOS A PLAZO EN MONEDA NACIONAL NO AJUSTABLES - PF WEB;PLAZO FIJO WEB;Pesos;2500;60 días;Electrónico;22,34;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;I.A.1. DEPOSITOS A PLAZO EN MONEDA NACIONAL NO AJUSTABLES - CLIENTELA GENERAL;PLAZO FIJO TRADICIONAL;Pesos;100000;30 días;Ventanilla de sucursal;17,23;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;I.B. DEPOSITOS A PLAZO FIJO DE UNIDADES DE VALOR AQUISITIVO ACTUALIZ POR CER - WEB;PLAZO FIJO UVA WEB;UVA;2500;90 días;Home banking;,01;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;I.A.1. DEPOSITOS A PLAZO EN MONEDA NACIONAL NO AJUSTABLES - CLIENTELA GENERAL;PLAZO FIJO TRADICIONAL;Pesos;100000;90 días;Ventanilla de sucursal;18,12;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;I.A.3. DEPOSITOS A PLAZO EN MONEDA NACIONAL NO AJUSTABLES - PF WEB;PLAZO FIJO WEB;Pesos;2500;180 días;Electrónico;23,78;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;DEPOSITOS A PLAZO EN MONEDA NACIONAL NO AJUSTABLES - PRECANCELABLE - SECTOR PRIVADO;PLAZO FIJO PRECANCELABLE;Pesos;12500;180 días;Ventanilla de sucursal;13,43;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;I.A.3. DEPOSITOS A PLAZO EN MONEDA NACIONAL NO AJUSTABLES - PF WEB;PLAZO FIJO WEB;Pesos;2500;90 días;Electrónico;23,31;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;I.A.3. DEPOSITOS A PLAZO EN MONEDA NACIONAL NO AJUSTABLES - PF WEB;PLAZO FIJO WEB;Pesos;2500;30 días;Home banking;21,34;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;I.B. DEPOSITOS A PLAZO FIJO DE UNIDADES DE VALOR AQUISITIVO ACTUALIZABLES POR CER;PLAZO FIJO UVA;UVA;2500;90 días;Ventanilla de sucursal;,01;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;I.B. DEPOSITOS A PLAZO EN MONEDA NACIONAL AJUSTABLES CON CLAUSULA CER;PLAZO FIJO CER;Pesos;2500;360 días o más;Ventanilla de sucursal;,25;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;I.B. DEPOSITOS A PLAZO FIJO DE UNIDADES DE VALOR AQUISITIVO ACTUALIZABLES POR CER PRECANCELABLE LEY 25.827 (UVA);PLAZO FIJO UVA PRECANCELA;UVA;2500;90 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2026-06-30;I.A.1. DEPOSITOS A PLAZO EN MONEDA NACIONAL NO AJUSTABLES - CLIENTELA GENERAL;PLAZO FIJO TRADICIONAL;Pesos;100000;180 días;Ventanilla de sucursal;17,73;Todo el territorio nacional;
312;BANCO VOII S.A.;2026-06-30;CERTIFICADO DE DEPOSITO A PLAZO FIJO NOMINATIVO INTRANFERIBLE SECTOR PRIVADO RESIDENTES EN EL PAIS;DEPOS PFNI PRIV RES PAIS;Pesos;1000;180 días;Electrónico;18,82;Todo el territorio nacional;
312;BANCO VOII S.A.;2026-06-30;CERTIFICADO DE DEPOSITO A PLAZO FIJO NOMINATIVO INTRANFERIBLE UVA SECTOR PRIVADO RESIDS EN EL PAIS;DEPOS PFNI PRIV UVA PAIS;UVA;1000;90 días;Electrónico;3,04;Todo el territorio nacional;
312;BANCO VOII S.A.;2026-06-30;CERTIFICADO DE DEPOSITO A PLAZO FIJO NOMINATIVO INTRANFERIBLE SECTOR PRIVADO RESIDENTES EN EL PAIS;DEPOS PFNI PRIV RES PAIS;Dólares estadounidenses;1000;180 días;Electrónico;,10;Todo el territorio nacional;
312;BANCO VOII S.A.;2026-06-30;CERTIFICADO DE DEPOSITO A PLAZO FIJO NOMINATIVO INTRANFERIBLE SECTOR PRIVADO RESIDENTES EN EL PAIS;DEPOS PFNI PRIV RES PAIS;Dólares estadounidenses;1000;60 días;Electrónico;,10;Todo el territorio nacional;
312;BANCO VOII S.A.;2026-06-30;CERTIFICADO DE DEPOSITO A PLAZO FIJO NOMINATIVO INTRANFERIBLE SECTOR PRIVADO RESIDENTES EN EL PAIS;DEPOS PFNI PRIV RES PAIS;Dólares estadounidenses;1000;90 días;Electrónico;,10;Todo el territorio nacional;
312;BANCO VOII S.A.;2026-06-30;CERTIFICADO DE DEPOSITO A PLAZO FIJO NOMINATIVO INTRANFERIBLE SECTOR PRIVADO RESIDENTES EN EL PAIS;DEPOS PFNI PRIV RES PAIS;Dólares estadounidenses;1000;30 días;Electrónico;,10;Todo el territorio nacional;
312;BANCO VOII S.A.;2026-06-30;CERTIFICADO DE DEPOSITO A PLAZO FIJO NOMINATIVO INTRANFERIBLE SECTOR PRIVADO RESIDENTES EN EL PAIS;DEPOS PFNI PRIV RES PAIS;Pesos;1000;360 días o más;Electrónico;18,00;Todo el territorio nacional;
312;BANCO VOII S.A.;2026-06-30;CERTIFICADO DE DEPOSITO A PLAZO FIJO NOMINATIVO INTRANFERIBLE SECTOR PRIVADO RESIDENTES EN EL PAIS;DEPOS PFNI PRIV RES PAIS;Pesos;1000;30 días;Electrónico;24,98;Todo el territorio nacional;
312;BANCO VOII S.A.;2026-06-30;CERTIFICADO DE DEPOSITO A PLAZO FIJO NOMINATIVO INTRANFERIBLE SECTOR PRIVADO RESIDENTES EN EL PAIS;DEPOS PFNI PRIV RES PAIS;Pesos;1000;90 días;Electrónico;22,72;Todo el territorio nacional;
312;BANCO VOII S.A.;2026-06-30;CERTIFICADO DE DEPOSITO A PLAZO FIJO NOMINATIVO INTRANFERIBLE SECTOR PRIVADO RESIDENTES EN EL PAIS;DEPOS PFNI PRIV RES PAIS;Pesos;1000;60 días;Electrónico;23,53;Todo el territorio nacional;
312;BANCO VOII S.A.;2026-06-30;CERTIFICADO DE DEPOSITO A PLAZO FIJO NOMINATIVO INTRANFERIBLE SECTOR PRIVADO RESIDENTES EN EL PAIS;DEPOS PFNI PRIV RES PAIS;Dólares estadounidenses;1000;360 días o más;Electrónico;,10;Todo el territorio nacional;
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;500;90 días;Cajero automático;19,83;Todo el territorio nacional;APLICABLE A MONTOS MENORES A PESOS CIEN MILLONES
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;500;30 días;Cajero automático;20,15;Todo el territorio nacional;APLICABLE A MONTOS MENORES A PESOS CIEN MILLONES
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;500;30 días;Cajero automático;22,54;Todo el territorio nacional;APLICABLE A MONTOS MAYORES A PESOS CIEN MILLONES
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;500;90 días;Cajero automático;22,14;Todo el territorio nacional;APLICABLE A MONTOS MAYORES A PESOS CIEN MILLONES
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO USD;PLAZO FIJO USD;Dólares estadounidenses;500;30 días;Home banking;,50;Todo el territorio nacional;PERSONA JURIDICA SECTOR PUBLICO NO FINANCIERO  HOMEBANKING DESDE U$S500
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO USD;PLAZO FIJO USD;Dólares estadounidenses;500;30 días;Cajero automático;2,32;Todo el territorio nacional;PERSONA HUMANA PERSONA JURIDICASECTOR PRIVADO NO FINANCIERO. PRESENCIAL  HOMEBANKING DESDE U$S500
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;500;30 días;Home banking;22,54;Todo el territorio nacional;APLICABLE A MONTOS MAYORES A PESOS CIEN MILLONES
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;500;90 días;Home banking;22,14;Todo el territorio nacional;APLICABLE A MONTOS MAYORES A PESOS CIEN MILLONES
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO USD;PLAZO FIJO USD;Dólares estadounidenses;500;90 días;Cajero automático;2,32;Todo el territorio nacional;PERSONA HUMANA PERSONA JURIDICASECTOR PRIVADO NO FINANCIERO. PRESENCIAL  HOMEBANKING DESDE U$S500
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;500;30 días;Home banking;20,15;Todo el territorio nacional;APLICABLE A MONTOS MENORES A PESOS CIEN MILLONES
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;500;90 días;Home banking;20,98;Todo el territorio nacional;PERSONA JURIDICA SECTOR PRIVADO NO FINANCIERO.APLICABLE A MONTOS MAYORES O IGUAL A PESOS CINCO MIL MILLONES
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;500;90 días;Home banking;19,83;Todo el territorio nacional;APLICABLE A MONTOS MENORES A PESOS CIEN MILLONES
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO USD;PLAZO FIJO USD;Dólares estadounidenses;500;90 días;Home banking;2,32;Todo el territorio nacional;PERSONA HUMANA PERSONA JURIDICASECTOR PRIVADO NO FINANCIERO. PRESENCIAL  HOMEBANKING DESDE U$S500
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO USD;PLAZO FIJO USD;Dólares estadounidenses;500;30 días;Home banking;2,32;Todo el territorio nacional;PERSONA HUMANA PERSONA JURIDICASECTOR PRIVADO NO FINANCIERO. PRESENCIAL  HOMEBANKING DESDE U$S500
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO USD;PLAZO FIJO USD;Dólares estadounidenses;500;90 días;Home banking;,50;Todo el territorio nacional;PERSONA JURIDICA SECTOR PUBLICO NO FINANCIERO  HOMEBANKING DESDE U$S500
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;500;90 días;Home banking;14,20;Todo el territorio nacional;PERSONA JURIDICASECTOR PRIVADO NO FINANCIERO.APLICABLE A MONTOS MENORES A PESOS CINCO MIL MILLONES
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;500;30 días;Home banking;18,98;Todo el territorio nacional;PERSONA JURIDICA SECTOR PRIVADO NO FINANCIERO.APLICABLE A MONTOS MENORES A PESOS CINCO MIL MILLONES
315;BANCO DE FORMOSA S.A.;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;500;30 días;Home banking;26,21;Todo el territorio nacional;PERSONA JURIDICA SECTOR PRIVADO NO FINANCIERO.APLICABLE A MONTOS MAYORES O IGUAL A PESOS CINCO MIL MILLONES
319;BANCO CMF S.A.;2026-07-01;PLAZO FIJO INTRANSFERIBLE UVA A 180 DIAS;PF INTRANSF UVA 180 DIAS;UVA;1;180 días;Ventanilla de sucursal;1,00;Ciudad Autónoma de Buenos Aires;
319;BANCO CMF S.A.;2026-07-01;PLAZO FIJO INTRANSFERIBLE EN PESOS A 90 DIAS;PF INTRANSF PESOS 90 DIAS;Pesos;1;90 días;Ventanilla de sucursal;15,87;Ciudad Autónoma de Buenos Aires;PF PERSONA HUMANA MENORES A 30000000 DE PESOS
319;BANCO CMF S.A.;2026-07-01;PLAZO FIJO INTRANSFERIBLE EN PESOS A 90 DIAS;PF INTRANSF PESOS 90 DIAS;Pesos;1;90 días;Línea telefónica;15,87;Ciudad Autónoma de Buenos Aires;PF PERSONA HUMANA MENORES A 30000000 DE PESOS
319;BANCO CMF S.A.;2026-07-01;PLAZO FIJO INTRANSFERIBLE EN PESOS A 30 DIAS;PF INTRANSF PESOS 30 DIAS;Pesos;1;30 días;Línea telefónica;24,36;Ciudad Autónoma de Buenos Aires;PF PERSONA HUMANA MENORES A 30000000 DE PESOS
319;BANCO CMF S.A.;2026-07-01;PLAZO FIJO INTRANSFERIBLE EN PESOS A 30 DIAS;PF INTRANSF PESOS 30 DIAS;Pesos;1;30 días;Ventanilla de sucursal;24,36;Ciudad Autónoma de Buenos Aires;PF PERSONA HUMANA MENORES A 30000000 DE PESOS
319;BANCO CMF S.A.;2026-07-01;PLAZO FIJO INTRANSFERIBLE EN PESOS A 90 DIAS;PF INTRANSF PESOS 90 DIAS;Pesos;1;90 días;Home banking;15,87;Ciudad Autónoma de Buenos Aires;PF PERSONA HUMANA MENORES A 30000000 DE PESOS
319;BANCO CMF S.A.;2026-07-01;PLAZO FIJO INTRANSFERIBLE UVA A 90 DIAS;PF INTRANSF UVA 90 DIAS;UVA;1;90 días;Ventanilla de sucursal;1,00;Ciudad Autónoma de Buenos Aires;
319;BANCO CMF S.A.;2026-07-01;PLAZO FIJO INTRANSFERIBLE EN PESOS A 30 DIAS;PF INTRANSF PESOS 30 DIAS;Pesos;1;30 días;Home banking;24,36;Ciudad Autónoma de Buenos Aires;PF PERSONA HUMANA MENORES A 30000000 DE PESOS
321;BANCO DE SANTIAGO DEL ESTERO S.A.;2026-07-01;PLAZO FIJO;PLAZO FIJO;Pesos;15000;30 días;Todos los canales;21,94;Provincia de Buenos Aires;
321;BANCO DE SANTIAGO DEL ESTERO S.A.;2026-07-01;PLAZO FIJO;PLAZO FIJO;Pesos;15000;30 días;Todos los canales;21,94;Provincia de Tucumán;
321;BANCO DE SANTIAGO DEL ESTERO S.A.;2026-07-01;PLAZO FIJO;PLAZO FIJO;Pesos;15000;30 días;Todos los canales;21,94;Provincia de Córdoba;
321;BANCO DE SANTIAGO DEL ESTERO S.A.;2026-07-01;PLAZO FIJO;PLAZO FIJO;Pesos;15000;30 días;Todos los canales;21,94;Provincia de Santiago del Estero;
321;BANCO DE SANTIAGO DEL ESTERO S.A.;2026-07-01;PLAZO FIJO;PLAZO FIJO;Pesos;15000;30 días;Todos los canales;21,94;Provincia de Catamarca;
321;BANCO DE SANTIAGO DEL ESTERO S.A.;2026-07-01;PLAZO FIJO;PLAZO FIJO;Pesos;15000;30 días;Todos los canales;21,94;Provincia de Salta;
321;BANCO DE SANTIAGO DEL ESTERO S.A.;2026-07-01;PLAZO FIJO;PLAZO FIJO;Pesos;15000;30 días;Todos los canales;21,94;Provincia de Jujuy;
322;BANCO INDUSTRIAL S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO USD;Dólares estadounidenses;1000;30 días;Ventanilla de sucursal;,25;Todo el territorio nacional;
322;BANCO INDUSTRIAL S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO EUROS;Euros;1000;30 días;Home banking;,15;Todo el territorio nacional;
322;BANCO INDUSTRIAL S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO UVA PRECANCE;Otra;1000;90 días;Home banking;1,00;Todo el territorio nacional;
322;BANCO INDUSTRIAL S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO PESOS;Pesos;1000;30 días;Home banking;14,93;Todo el territorio nacional;
322;BANCO INDUSTRIAL S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO UVA;UVA;1000;90 días;Ventanilla de sucursal;,00;Todo el territorio nacional;
322;BANCO INDUSTRIAL S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO PESOS;Pesos;5000;30 días;Ventanilla de sucursal;12,68;Todo el territorio nacional;
322;BANCO INDUSTRIAL S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO UVA PRECANCE;Otra;1000;90 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;
322;BANCO INDUSTRIAL S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO PESOS;Pesos;1000;30 días;Cajero automático;14,93;Todo el territorio nacional;
322;BANCO INDUSTRIAL S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO USD;Dólares estadounidenses;1000;30 días;Home banking;,25;Todo el territorio nacional;
322;BANCO INDUSTRIAL S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO USD;Dólares estadounidenses;1000;30 días;Cajero automático;,25;Todo el territorio nacional;
322;BANCO INDUSTRIAL S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO EUROS;Euros;1000;30 días;Ventanilla de sucursal;,15;Todo el territorio nacional;
330;NUEVO BANCO DE SANTA FE SOCIEDAD ANONIMA;2026-06-05;PLAZO FIJO UVA PRECANCELABLE;PF UVA PRECANCELABLE;UVA;25000;90 días;Home banking;1,00;Todo el territorio nacional;NO APLICA
330;NUEVO BANCO DE SANTA FE SOCIEDAD ANONIMA;2026-06-05;PLAZO FIJO UVA PRECANCELABLE;PF UVA PRECANCELABLE;UVA;25000;180 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;NO APLICA
330;NUEVO BANCO DE SANTA FE SOCIEDAD ANONIMA;2026-06-05;PLAZO FIJO TRADICIONAL;PLAZO FIJO TRADICIONAL;Pesos;5000;90 días;Home banking;18,69;Todo el territorio nacional;NO APLICA
330;NUEVO BANCO DE SANTA FE SOCIEDAD ANONIMA;2026-06-05;PLAZO FIJO UVA PRECANCELABLE;PF UVA PRECANCELABLE;UVA;25000;90 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;NO APLICA
330;NUEVO BANCO DE SANTA FE SOCIEDAD ANONIMA;2026-06-05;PLAZO FIJO UVA PRECANCELABLE;PF UVA PRECANCELABLE;UVA;25000;180 días;Home banking;1,00;Todo el territorio nacional;NO APLICA
330;NUEVO BANCO DE SANTA FE SOCIEDAD ANONIMA;2026-06-05;PLAZO FIJO TRADICIONAL;PLAZO FIJO TRADICIONAL;Pesos;5000;30 días;Home banking;18,98;Todo el territorio nacional;NO APLICA
338;BANCO DE SERVICIOS Y TRANSACCIONES SAU;2026-06-30;PLAZO FIJO;PLAZO FIJO;Dólares estadounidenses;1000;Todos los plazos;Ventanilla de sucursal;1,75;Ciudad Autónoma de Buenos Aires;
338;BANCO DE SERVICIOS Y TRANSACCIONES SAU;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;1000;60 días;Ventanilla de sucursal;27,00;Ciudad Autónoma de Buenos Aires;
338;BANCO DE SERVICIOS Y TRANSACCIONES SAU;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;1000;180 días;Ventanilla de sucursal;23,00;Ciudad Autónoma de Buenos Aires;
338;BANCO DE SERVICIOS Y TRANSACCIONES SAU;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;1000;30 días;Ventanilla de sucursal;27,00;Ciudad Autónoma de Buenos Aires;
338;BANCO DE SERVICIOS Y TRANSACCIONES SAU;2026-06-30;PLAZO FIJO;PLAZO FIJO;Pesos;1000;90 días;Ventanilla de sucursal;27,00;Ciudad Autónoma de Buenos Aires;
340;BACS BANCO DE CREDITO Y SECURITIZACION S.A.;2026-06-29;CERTIFICADO DE PLAZO FIJO TRANSFERIBLE;PF TRANSFERIBLE;Pesos;1000;30 días;Electrónico;21,94;Todo el territorio nacional;EL PRODUCTO SE OFRECE UNICAMENTE A PERSONAS JURIDICAS Y NO ES PRECANCELABLE
340;BACS BANCO DE CREDITO Y SECURITIZACION S.A.;2026-06-29;DEPOSITO A PLAZO CON ACREDITACION EN CUENTA;PF CON ACREDIT EN CTA;Pesos;1000;30 días;Electrónico;21,94;Todo el territorio nacional;INTRANSFERIBLE Y NO PRECANCELABLE EL PRODUCTO ES OFRECIDO A PERSONAS JURIDICAS
340;BACS BANCO DE CREDITO Y SECURITIZACION S.A.;2026-06-29;DEPOSITO A PLAZO FIJO EN USD;PF USD;Dólares estadounidenses;1000;30 días;Electrónico;,50;Todo el territorio nacional;EL PRODUCTO SE OFRECE UNICAMENTE A PERSONAS JURIDICAS Y NO ES PRECANCELABLE
340;BACS BANCO DE CREDITO Y SECURITIZACION S.A.;2026-06-29;INVERSIONES A PLAZO FIJO TRANSFERIBLE PRE CANCELABLE A TASA FIJA;INV A PZO PRE CANC TF;Pesos;1000;180 días;Electrónico;16,08;Todo el territorio nacional;EL PRODUCTO SE OFRECE UNICAMENTE A PERSONAS JURIDICAS Y ES PRECANCELABLE
340;BACS BANCO DE CREDITO Y SECURITIZACION S.A.;2026-06-29;PLAZO FIJO DE TITULOS VALORES PUBLICOS NACIONALES;PLAZO FIJO DE TITULOS;Otra;1;Todos los plazos;Electrónico;1,00;Todo el territorio nacional;INTRANSFERIBLE EL PRODUCTO SE OFRECE UNICAMENTE A PERSONAS JURIDICAS EMISION CON CERTIFICADO
341;BANCO MASVENTAS S.A.;2026-06-05;000DPLAZOFIJOPRECANCELABLEUVA;PFPRCUVA;UVA;1000;90 días;Todos los canales;1,00;Provincia de Jujuy;000A
341;BANCO MASVENTAS S.A.;2026-06-05;000DTRANSFERIBLE EFECTIVO;PFT;Dólares estadounidenses;100;30 días;Ventanilla de sucursal;,01;Provincia de Jujuy;000A
341;BANCO MASVENTAS S.A.;2026-06-05;INTRANSFERIBLESPORATM/HBHASTA10000000;INTRANSPORATM/HBH10000000;Pesos;1000;30 días;Electrónico;23,15;Todo el territorio nacional;
341;BANCO MASVENTAS S.A.;2026-06-05;000DINTRANSFERIBLEC/ACREDCTAVTOHASTA10000000;PFIACREDCTAH10M;Pesos;1000;30 días;Ventanilla de sucursal;23,15;Provincia de Jujuy;000A
341;BANCO MASVENTAS S.A.;2026-06-05;000DINSTRANSFERIBLEEFECTIVOPHYPJ;PFIPHYPJ;Pesos;1000;30 días;Ventanilla de sucursal;18,39;Provincia de Jujuy;000A
341;BANCO MASVENTAS S.A.;2026-06-05;000DTRANSFERIBLEEFECTIVOPHUMANAYPJURIDICAS;PFTPHYPJ;Pesos;1000;30 días;Ventanilla de sucursal;18,39;Provincia de Jujuy;000A
341;BANCO MASVENTAS S.A.;2026-06-05;000DPLAZOFIJOWEBBMVREQUIRENTEINTRANSF;PFWBMVREQINTRANS;Pesos;1000000;30 días;Electrónico;20,75;Todo el territorio nacional;000A
